recipe_name,url,total_time,servings,ingredients,directions,img_src
Murtabak Maggie,https://tasty.co/recipe/murtabak-maggie,,,"1 ramen packet | 1 all-beef hot dog | 2 bacon strips | 2 large eggs, beaten | 1 slice american cheese | 2 tablespoons shredded mozzarella cheese | 2.5 tablespoons corn | 1 green onion, sliced | salt, to taste | black pepper, to taste | Sriracha, to taste | Kewpie Mayo, for garnish | furikake, for garnish","Cook ramen per packet instructions. Drain well and set aside. | Wrap the hot dog with the two strips of bacon. Add the hot dog to a pan over medium heat. Cover and cook for about 4 minutes or until bacon is cooked and slightly charred. Remove and set aside. | Generously spray the pan with nonstick cooking spray. Add the cooked ramen, spreading the noodles evenly in the pan. | Pour the eggs over the noodles and swirl to coat the bottom of the pan. Top with American cheese, bacon-wrapped hot dog, mozzarella cheese, corn, and green onion. Season to taste with salt, pepper, and Sriracha. | Cover and cook over medium heat for 2 minutes, or until the eggs are set. Fold the omelet. | Drizzle with Kewpie mayo, Sriracha, and furikake for garnish. | Enjoy! | Your favorite recipes are just a click away. Download the Tasty app to save and organize your favorites.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/501293.jpg?resize=300:*&output-format=jpg&output-quality=auto
Classic Italian Meatballs,https://tasty.co/recipe/classic-italian-meatballs,,,"2 slices italian bread | ½ cup whole milk | ½ lb lean ground beef | ½ lb mild italian pork sausage, loose | 1 large egg | 2 garlic cloves, grated | ½ cup grated parmesan cheese | 2 tablespoons finely chopped fresh parsley | 1.5 teaspoons kosher salt | 1 (32 oz) jar marinara sauce","Preheat the oven to 400°F (200°C). Line a rimmed baking sheet with parchment paper. | Tear the Italian bread into large pieces and place them in a bowl. Pour the milk over the bread and let it soak for about 5 minutes, or until the bread is fully saturated. | In a large mixing bowl, combine the soaked bread (squeezing out any excess milk), ground beef, Italian pork sausage, garlic, egg, Parmesan cheese, parsley, and kosher salt. Mix gently with your hands until all the ingredients are well incorporated. Be careful not to overmix, as this can make the meatballs tough. | Using your hands, form the meat mixture into 1½-inch balls and place them on a baking sheet lined with parchment paper. You should have about 12 meatballs. | Bake the meatballs in the preheated oven for 10-12 minutes, or until they are just starting to brown but are not fully cooked through. | While the meatballs are in the oven, heat your marinara sauce in a large skillet or saucepan over medium heat. Once the meatballs are par-cooked, transfer them to the simmering sauce. Cover and cook for at least 30 minutes but up to a few hours until meatballs are tender and moist. | Serve the meatballs with your favorite cooked pasta and some more freshly grated parmesan cheese. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.",https://img.buzzfeed.com/video-api-prod/assets/3941e808fa89408797391feafe27af20/1723661996.168908-267AAB85-7BAF-4482-A953-F1B0C9BE0A74.jpeg?resize=300:*&output-format=jpg&output-quality=auto
Pineapple Garlic Fried Rice,https://tasty.co/recipe/pineapple-garlic-fried-rice,,,"1 pineapple | 15 garlic cloves, chopped | 1 tablespoon neutral oil | 3 scallions, chopped (divided) | 2 cups cooked white rice, cold | kosher salt, to taste | ½ teaspoon black pepper, optional | 2 teaspoons light soy sauce | 1 teaspoon dark soy sauce | red thai chile, for garnish","Cut the pineapple: Lay the pineapple on its side on a cutting board. Cut it in half through the crown to create two halves. On the inside of one half, use a knife to carefully score a 1-inch border around the edge. Score the pineapple flesh inside the border in a grid pattern, making parallel cuts horizontally and vertically. Use a spoon to scoop out the pineapple, being careful not to pierce the outer skin. Leave about a 1-inch border to form the bowl. Repeat with the other half. Reserve the pineapple chunks and the bowls. | Infuse the oil: In a wok or large skillet, heat the oil over medium heat. Add the chopped garlic and cook for 1-2 minutes, until light golden brown. Remove the garlic, leaving the garlic-infused oil in the pan. | Sauté scallions: Add 2 chopped scallions to the wok and sauté for 15-30 seconds until fragrant. | Fry the rice: Turn the heat to high and add the rice. Stir to separate the grains and cook for 3-4 minutes until the rice is relatively dry. | Season the rice: Season with salt, pepper (if using), and both soy sauces. Mix well to combine. Add the reserved fried garlic and pineapple chunks to the rice and mix. Divide the mixture between the 2 pineapple bowls. | Garnish with the remaining chopped scallion and red Thai chilies. | Enjoy! | Love this recipe? Download the Tasty app to save it and discover others like it.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/500950.jpg?resize=300:*&output-format=jpg&output-quality=auto
Jerk Chicken Lasagna Rolls,https://tasty.co/recipe/jerk-chicken-lasagna-rolls,,,"3 lb boneless, skinless chicken thighs | 4 teaspoons smoked paprika, divided | 4 teaspoons garlic powder, divided | 4 tablespoons jerk seasoning | 2 tablespoons extra-virgin olive oil, divided (plus more for drizzling) | 1 lb dried lasagna noodles | 1 small green bell pepper, diced | 1 red bell pepper, diced | 4 garlic cloves, minced | ½ small red onion, diced | 1 tablespoon unsalted butter | 3 cups heavy cream | 6 oz shredded parmesan cheese | 16 oz shredded mozzarella cheese","In a large bowl combine the chicken thighs with 2 teaspoons of smoked paprika, 2 teaspoons of garlic powder, 2 tablespoons of jerk seasoning, and 1 tablespoon of olive oil. | Cook the lasagna noodles al dente, according to the package. Drain, lay them flat, and drizzle with oil to prevent sticking. | Heat 1 tablespoon of olive oil in a skillet on medium heat. Once the oil is hot. add the chicken and cook until charred and internal reaches 165°F. Remove and rest on a cutting board. | In the same skillet add butter, diced bell peppers, garlic, and onions. Cook, stirring occasionally until vegetables are tender, about 5 minutes. | Add the cream, 2 tablespoons of jerk seasoning, 2 teaspoons of smoked paprika, and 2 teaspoons of garlic powder. Mix well and simmer for 3 minutes. Stir in the Parmesan cheese and continue to simmer until the sauce thickens, about 8-10 minutes. | Meanwhile, dice the chicken into small pieces. | Preheat the oven to 375˚F (190˚C). | To build the rolls, spread a layer of creamy jerk sauce on each noodle, then add chicken and mozzarella. Gently roll the noodle and place it in a baking dish. Repeat the process until all the noodles are used. | Top the rolls with sauce and mozzarella. Bake for 20 minutes until the top is golden brown. | Enjoy! | Don't just wing it -- plan it! Use our meal planner tool in the Tasty app. Download here.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/500891.jpg?resize=300:*&output-format=jpg&output-quality=auto
JKF Steak,https://tasty.co/recipe/jkf-steak,,,"1 1-pound steak | 1 teaspoon salt | 1.5 teaspoons black pepper | 1 teaspoon garlic powder | 2 tablespoons oil | 3 tablespoons unsalted butter | 1 sprig fresh rosemary | 1 sprig fresh sage | 5 cloves garlic cloves, peeled | flaky sea salt, to garnish","Season the steak with salt, pepper, and garlic powder. For best results, place it on a wire rack over a baking sheet and refrigerate uncovered, ideally overnight. | An hour before cooking, remove the steaks from the fridge and let them sit at room temperature to ensure even cooking. | In a heavy-duty pan, preferably a cast iron skillet, heat the oil on high until it begins to smoke. | Add the steak to the pan and do not move it! Let it sear on one side for 30 seconds. Press down with a weight or spatula to ensure maximum contact between the steak and the pan. | Flip the steak after 30 seconds and continue flipping every 30 seconds until 2 minutes have passed. Then add the butter, rosemary, sage, and garlic. | Start basting the steak while flipping every 30 seconds for an additional 2 minutes. Check the steak’s temperature and remove it from the heat when it is 10 degrees below your desired doneness.. | Rest the steak for 10-15 minutes, then slice and finish with some flaky salt. | Enjoy! | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
3-Ingredient Grapefruit Posset Brûlée,https://tasty.co/recipe/3-ingredient-grapefruit-posset-brulee,,,"2 grapefruits | 2 cups heavy cream | 1 cup sugar, for the custard | 4 teaspoons sugar, divided (for the topping)","Slice 1 grapefruit in half, crosswise. | Use a paring knife to cut around the pulp of the grapefruit without piercing the skin. Then, use a metal spoon to scoop out the grapefruit pulp. | Juice the grapefruit pulp and set it aside. You should have about ½ cup of grapefruit juice. | In a small pot, combine heavy cream and sugar. Bring the mixture to a light boil, then remove from heat. | Add the grapefruit juice, then zest the remaining grapefruit over the pot and whisk to combine. | Let the mixture cool for 10 minutes. | Pour the mixture back into the halved grapefruit. Chill in the refrigerator for at least 2 hours. | To brûlée the grapefruit, sprinkle 2 teaspoons of granulated sugar on the top of each posset. Use a kitchen torch and torch the top of the sugar until melted and caramelized. | Enjoy! | Meal planning made easy with the Tasty app. Download now to see exclusive curated meal plans.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/spam-and-egg-breakfast-bowl,,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Banana Bear S’mores,https://tasty.co/recipe/banana-bear-smores,,,"1 can crescent roll dough | 2 chocolate bars, broken into small pieces | 12 cinnamon bear cookies | 1 banana, peeled and sliced into 12 slices | 3 tablespoons melted unsalted butter | ¼ cup sugar | 2 teaspoons ground cinnamon","Roll out crescent roll dough and use your fingers to press the seams together. Cut into 12 2 x 4-inch strips. | At the top of a dough strip, place a piece of chocolate, a banana slice on top of it, and finally a bear cookie. Fold the remainder of the strip over the bear up to his head like you're tucking him into bed. Use a fork to press down the seams. | Combine the sugar and cinnamon in a small bowl. Brush the dough with melted butter and sprinkle with the cinnamon sugar. | Air fry for 5 minutes at 350ºF (180˚C). Let cool for 2 minutes or until cool enough to touch. | Enjoy while still warm! | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/buttermilk-biscuits,,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Espresso Martini No-Bake Cheesecake,https://tasty.co/recipe/espresso-martini-no-bake-cheesecake,,,"12 chocolate sandwich cookies | 3 tablespoons melted salted butter | 2 teaspoons unflavored gelatin powder | ½ cup boiling water | 12 oz cream cheese, softened | ⅔ cup heavy whipping cream | 2 tablespoons sugar | 2 tablespoons coffee liqueur | 1 tablespoon instant coffee | 2 tablespoons melted semi-sweet chocolate | dark chocolate shaving, for decorating | 4 coffee beans, for decorating","For the cookie crust, add the chocolate cookies and melted butter to a food processor. Pulse for 30 seconds, or until the mixture reaches a sandy consistency. Set aside. | In a heat-safe bowl, dissolve the gelatin powder in boiling water. Mix until fully dissolved, ensuring there are no clumps. | For the filling, add the cream cheese, cream, sugar, coffee liqueur, instant coffee, melted chocolate, and gelatin mixture to a blender. Blend for 60 seconds, or until smooth. | Divide the cookie crust among 4 martini glasses. Press the crust against the sides of each glass with a spoon. | Pour the cheesecake filling into each glass and refrigerate for 3-4 hours, or until the cheesecake is set. | Decorate the cheesecakes with dark chocolate shavings and coffee beans. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Fijian Samosas,https://tasty.co/recipe/fijian-samosas,,,"3 tablespoons extra-virgin olive oil | ½ teaspoon cumin seeds | ⅓ cup finely chopped onion | 1 tablespoon minced fresh ginger | 6 cloves garlic, minced | ½ teaspoon ground cumin | ½ teaspoon ground coriander | ½ teaspoon ground turmeric | ¼ teaspoon crushed red pepper flakes | 1 teaspoon kosher salt | ½ teaspoon curry powder | 1 teaspoon garam masala | 2 large red potatoes, chopped (about 2 cups) | 2 tablespoons water | 1 cup frozen peas and carrots, thawed | 2 tablespoons chopped fresh cilantro | 8 pre-made parathas | vegetable oil, for frying | tamarind sauce, for serving | mint chutney, for serving","Prepare the filling: Heat the olive oil in a large saucepan over medium heat. Add the cumin seeds, onion, ginger, and garlic. Cook for 1-2 minutes, or until the onion is translucent. | Stir in ground cumin, coriander, turmeric, red pepper, kosher salt, curry powder, and garam masala. Cook for about 1 minute. Add the potatoes and water. Cover and cook on medium-low heat, stirring occasionally, until potatoes are soft, about 10 minutes. | Add the peas and carrots and cook for an additional 2 minutes. Remove from heat, stir in chopped cilantro, and let the filling cool. | Assemble the samosas: Cut each paratha in half. Moisten the straight edge of one half with a little water to help it stick together. Fold the straight edge over to form a cone, pressing the edges to seal. | Fill the cone with 1-2 tablespoons of the potato filling. Apply water around the open edge of the cone and press together to seal, forming a filled triangle. Repeat with remaining dough and filling. | Fry the samosas: Heat vegetable oil in a deep saucepan over medium heat to 325°F (163°C). Fry 4 samosas per batch, until golden brown, about 8 minutes per batch. Remove and drain on a paper towel. | Serve hot with tamarind sauce or mint chutney for dipping. | Enjoy! | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Peaches & Cream Oatmeal Bake,https://tasty.co/recipe/peaches-cream-oatmeal-bake,,,"1 banana, peeled (or ½ cup applesauce) | 1 large egg | 1.25 cups milk of choice | ¼ cup almond butter, or any nut butter | ¼ cup maple syrup, or more to taste for a sweeter version | ¼ cup melted unsalted butter | 1 teaspoon vanilla extract | 1 teaspoon baking powder | 1.5 teaspoons ground cinnamon | ½ teaspoon salt | 2 cups rolled oats | 1 cup diced peaches | 1 teaspoon brown sugar, or a substitute sweetener like brown monkfruit sweetener | vanilla yogurt or whipped cream, for garnish | diced peach, for garnish","Preheat the oven to 350˚F (180˚C). | In a medium bowl, mash banana or add the applesauce if using instead. Whisk in an egg. Add milk, almond butter or nut butter, maple syrup, butter, vanilla and stir to combine. | Mix in baking powder, cinnamon, and salt. | Stir in rolled oats and diced peaches. | Evenly spread the mixture in a 9-inch square baking dish. | Sprinkle brown sugar or substitute sweetener of choice evenly over the top. | Bake for 40 minutes, or until edges are golden brown and middle is cooked through. | Garnish with vanilla yogurt or whipped cream and diced peaches before serving. | Enjoy! | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Garlic Noodles With Shrimp,https://tasty.co/recipe/garlic-noodles-with-shrimp,,,"1 lb spaghetti | 1 lb shrimp, peeled and deveined | ½ tablespoon salt | ½ tablespoon black pepper | ½ tablespoon paprika | ½ tablespoon garlic powder | 4 tablespoons unsalted butter | 2 scallions, sliced | 20 cloves garlic, minced | ¼ cup shallots, minced | 2 tablespoons oyster sauce | 1 tablespoon soy sauce | 1 tablespoon fish sauce | ½ tablespoon sugar | ¼ cup shaved parmesan cheese","Bring a large pot of salted water to a boil. Cook the pasta according to package instructions. Save ¼ cup (60 ml) of pasta water, then drain. | In a large bowl, combine the shrimp with salt, pepper, paprika, and garlic powder. Set aside. | In a hot wok, melt the butter over medium-high heat. Add in the scallions, garlic, and shallots. Stir fry until fragrant, about 1 minute. | Add in the shrimp, and stir fry, until pink and opaque, about 4 minutes. | Stir in the oyster sauce, soy sauce, sugar, and fish sauce. | Toss in the cooked spaghetti. Mix until well coated. If the sauce seems dry, add the pasta water as needed until the desired consistency is reached. Top with shaved Parmesan. | Enjoy! | Ready for a smarter way to find recipes? Use Botatouille, our AI-powered food genius in the Tasty app. Download here",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/500032.jpg?resize=300:*&output-format=jpg&output-quality=auto
Miso Red Curry Soup Dumpling Soup,https://tasty.co/recipe/miso-red-curry-soup-dumpling-soup,,,"2 garlic cloves, minced | 3 tablespoons shallots, minced | 1 scallion, sliced | 2 cups bone broth | ½ tablespoon miso paste | 2 teaspoons red curry paste | 1 teaspoon soy sauce | ½ teaspoon fish sauce | ½ teaspoon sugar | 10 frozen soup dumplings | sliced scallion, for garnish | black sesame seed, for garnish | chili oil, for garnish","In a hot pan on medium heat, sauté the garlic, shallots, and scallion until fragrant, about 1 minute. | To the pan add the broth, and bring it to a simmer, about 3 minutes. | Stir in the miso paste until melted and fully incorporated. Stir in the red curry paste until melted and fully incorporated. Season with soy sauce, fish sauce, and sugar. | Plop in the frozen soup dumplings and cover. Let simmer on medium heat for 10 minutes or until cooked through. Be sure to gently shake the pan about half way through the cooking time to ensure that the soup dumplings don't stick to the bottom of the pan. | Serve with scallions, sesame seeds, and extra chili oil! | Enjoy! | Your favorite recipes are just a click away. Download the Tasty app to save and organize your favorites.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499958.jpg?resize=300:*&output-format=jpg&output-quality=auto
Cookie Dough Yogurt Pops,https://tasty.co/recipe/cookie-dough-yogurt-pops,,,"1 cup yogurt | 3 tablespoons nut butter of choice, (or nut-free version) | 2 tablespoons maple syrup | 1 teaspoon vanilla extract | ¼ cup mini chocolate chips | ½ cup cookie dough bits, (from recipe below) | 1 cup chocolate chips | 1 tablespoon coconut oil | 1 cup almond flour | ½ cup butter, softened (may use nut butter) | ¼ cup brown sugar, (may use sugar, coconut sugar or monkfruit sweetener) | ½ teaspoon vanilla extract | ¼ cup mini chocolate chips | ½ teaspoon salt, optional | 2 tablespoons milk, if needed, to thin","Make yogurt pops: Line a cutting board with parchment paper. | In a medium bowl mix together yogurt, nut butter, maple syrup, vanilla, salt and chocolate chips. | Make cookie dough bits: In a separate large mixing bowl or standing mixer, add butter and sugar and beat until combined. Then add vanilla, almond flour, and chocolate chips. | Mix until combined and either form into small cookie dough balls or roll dough out and chop into bits. | Fold ½ cup of the cookie dough bits into the bowl with yogurt mixture. | Add dollops of the yogurt mixture to the parchment paper lined cutting board, stick popsicle sticks in each and freeze until set, at least 2 hours. | To a small saucepan or double broiler add chocolate chips and coconut oil over low heat, stirring constantly until melted. | Dip frozen yogurt pops in melted chocolate or drizzle on top. | Important note: do not eat raw all-purpose flour (unless properly heat treated.) For the edible cookie dough, use almond flour or add oats to a food processor and pulse until you reach a fine oat flour. | Store remaining cookie dough in an air-tight container in the fridge for up to 10 days or freeze! | Enjoy! | Love this recipe? Download the Tasty app to save it and discover others like it.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499826.jpg?resize=300:*&output-format=jpg&output-quality=auto
Mayak Eggs,https://tasty.co/recipe/mayak-eggs,,,"2 teaspoons sea salt | 2 teaspoons vinegar | 6 eggs | rice, for serving | dried seaweed, for garnish | ½ cup soy sauce | ½ cup water | ¼ cup honey | ¼ cup diced onion | 2 red chilis, sliced | 1 green onion, diced | 4 garlic cloves, minced | 1 tablespoon sesame seeds | 2 lemon slices, cut in quarters","Fill a pot halfway with water. Bring to a boil and add salt, vinegar, and the eggs. Cook for 6 minutes, then immediately remove eggs and add to an ice bath. | In a large bowl, combine the marinade ingredients. | Add your eggs to the marinade, top with lemon slices, then refrigerate overnight. | The next day, serve with some cooked rice and garnish with seaweed. | Enjoy! | Ready for a smarter way to find recipes? Use Botatouille, our AI-powered food genius in the Tasty app. Download here",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499477.jpg?resize=300:*&output-format=jpg&output-quality=auto
Bang Bang Shrimp Donuts,https://tasty.co/recipe/bang-bang-shrimp-donuts,,,"4 lb shrimp, cleaned deveined | 2 tablespoons oyster sauce | 1 teaspoon sesame oil | 5 garlic cloves, minced | 1 tablespoon fresh ginger, grated | 2 teaspoons onion powder | 1 tablespoon all-purpose seafood seasoning | 1 teaspoon black pepper | 1 cup flour | 2 eggs, beated | 2 cups panko breadcrumbs | sesame seed, for garnish | scallion stalk, chopped, for garnish | 48 fl oz vegetable oil, for frying | 1 cup kewpie mayonnaise | ½ cup sweet chili sauce | 1 tablespoon sriracha sauce | 1 lime, juiced","Chop the shrimp until it's paste-like. This can also be done in a food processor. | Transfer the chopped shrimp to a large mixing bowl. Add grated ginger, minced garlic, onion powder, all purpose seafood seasoning, oyster sauce, sesame oil,black pepper and mix together until well combined. | Form the shrimp mixture into the size of a tennis ball then coat in flour, egg, and panko breadcrumbs. | Use your finger to make a hole in the middle creating the shape of a donut and freeze for 30 minutes. | In a bowl combine kewpie mayo, sweet chili , sriracha, and lime juice mix well and set aside. | Fry the shrimp donuts at 325°F for 10 minutes. | Place donuts on a plate lined with a paper towel to drain any excess oil. | Serve with bang bang sauce and garnish with black sesame seeds, and scallions. | Enjoy! | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499608.jpg?resize=300:*&output-format=jpg&output-quality=auto
Coconut Brazilian Lemonade,https://tasty.co/recipe/coconut-brazilian-lemonade,,,"4 limes, washed and scrubbed | 5 tablespoons sugar | 4 cups water | ½ cup sweetened coconut condensed milk, or regular condensed milk | ice, for serving","Cut the limes into eighths. | In a blender, pulse the lime pieces with sugar about 5 times. Be careful not to over-blend to avoid bitterness. | Strain the mixture using a fine mesh strainer over a pitcher to remove the pulp. | Pour the strained mixture back into the blender, add the coconut condensed milk, and blend until well combined. Adjust the sweetness by adding more condensed milk if desired. | Serve the lemonade in a large tall glass filled with ice. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499614.jpg?resize=300:*&output-format=jpg&output-quality=auto
Mango Lassi Tiramisu,https://tasty.co/recipe/mango-lassi-tiramisu,,,"5 strands saffron | 2 teaspoons warm water | 8 oz mascarpone cheese, room temperature | ½ cup greek yogurt | ¾ cup mango pulp, chilled | 1.25 cups heavy whipping cream, chilled | 5 tablespoons powdered sugar | 1.5 teaspoons cardamom powder | 2 cups Chai with coconut milk | 1 (13.25-ounce) package ladyfingers | 3 mangoes, peeled and sliced, for garnish | crushed freeze-dried mango, for garnish (optional) | mint, for garnish (optional) | rose bud, for garnish (optional) | shredded coconut, for garnish","Bloom the saffron: Add the saffron strands to 2 teaspoons of warm water and let it steep for 15 minutes. | Prepare the mascarpone mixture: In a large bowl, combine mascarpone cheese, Greek yogurt, mango pulp, heavy whipping cream, powdered sugar, cardamom powder, and the bloomed saffron (including the liquid). | Using a hand blender, whip the mixture until it thickens and lightens in color, about 5 minutes. | Assemble the tiramisu: Choose an 8-inch square dish or six 3½-inch square dishes for assembly. Quickly dip each ladyfinger into the cooled chai with coconut milk, ensuring both sides are coated but not soaked. | Place a layer of dipped ladyfingers at the bottom of your chosen dish. Spread half of the mascarpone mixture over the ladyfinger layer. Add another layer of dipped ladyfingers on top of the mascarpone layer. Spread the remaining mascarpone mixture over the second layer of ladyfingers. | Cover the dish and refrigerate for at least 6 hours, preferably overnight, to allow the flavors to meld. | Before serving, dust with the crushed freeze-dried mango and top with fresh mango slices. Garnish with mint leaves, rose buds, and shredded coconut if desired. | Enjoy! | Meal planning made easy with the Tasty app. Download now to see exclusive curated meal plans.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499576.jpg?resize=300:*&output-format=jpg&output-quality=auto
Shakshuka,https://tasty.co/recipe/shakshuka,,,"2 tablespoons olive oil | 1 small yellow onion, finely chopped | 2 garlic cloves, minced | 2 tablespoons tomato paste | 1 red bell pepper, finely chopped | 1 (14-ounce) can diced tomatoes, or 2 cups fresh peeled tomatoes | 1 teaspoon ground cumin | 1 teaspoon paprika | ½ teaspoon red chili flakes | ¼ teaspoon chili powder | 2 teaspoons garlic powder | 1 tablespoon fish sauce | salt and pepper, to taste | 4 large eggs | ¼ cup crumbled feta cheese | fresh parsley, chopped, for garnish | crusty bread, for serving","In a large skillet, heat the olive oil over medium heat. Add the chopped onion and garlic.  Cook until softened, about 5-7 minutes. | Add in the diced red peppers, tomato paste, cumin, chili powder, paprika, red pepper flakes, garlic powder, salt and pepperCook for another minute until fragrant. | Pour in the diced tomatoes andfish sauce.. Let the mixture simmer, covered, for about 10-15 minutes, until it thickens slightly. | Make small wells in the sauce with the back of a spoon, and crack an egg into each well. Cover the skillet with a lid and cook until the eggs are just set, about 5-8 minutes. Top with feta cheese and garnish with chopped parsley. Serve hot with crusty bread for dipping. | Enjoy! | Don't just wing it -- plan it! Use our meal planner tool in the Tasty app. Download here.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499595.jpg?resize=300:*&output-format=jpg&output-quality=auto
Dragon Fruit Marshmallows,https://tasty.co/recipe/dragon-fruit-marshmallows,,,"1 cup red dragon fruit, peeled and chopped | 1 tablespoon granulated sugar | 1 tablespoon lemon juice | 1 cup water, divided | 3 (.25-ounce) envelopes unflavored gelatins | 1.5 cups granulated sugar | 1 cup light corn syrup | confectioners' sugar, for dusting","In a small saucepan over medium heat, combine diced dragon fruit, granulated sugar, and lemon juice. Stir until sugar is dissolved. When the mixture boils, reduce heat to low and simmer for 10-15 minutes, stirring occasionally, until mixture is thickened and jammy. | Pour compote into a blender or food processor and blend until smooth. Then set aside to cool. | Grease a 9x9-inch baking pan with cooking spray and set aside. | In the bowl of a stand mixer, stir together dragon fruit compote and 1⁄2 cup cold water. Sprinkle gelatin on top and let it bloom for 5 minutes until gelatin is dissolved. | In a medium saucepan over medium-high heat, combine granulated sugar, corn syrup and remaining ½ cup water. Stir until sugar is dissolved. Bring the mixture to a boil, swirling the pan occasionally, until the mixture reaches exactly 240°F (115°C) on a candy thermometer, about 10-12 minutes. Immediately remove from heat. | With the stand mixer on low speed, slowly pour the melted sugar mixture into the gelatin mixture. Slowly, increase the speed to high and whip until the mixture is stiff and light pink, about 7 to 10 minutes. When you remove the whisk, stiff peaks should form. Working quickly, pour the mixture into the prepared baking pan and use a spatula to spread evenly. | Let the marshmallows sit for at least 4 hours at room temperature until firm. | Sprinkle your work surface with confectioner's sugar. Use a butter knife to slice around the edges of the pan, then turn the marshmallow out onto the work surface. Use a sharp knife to cut the marshmallow into 12 squares. If needed, spray the knife with cooking spray to help prevent sticking. | Toss each marshmallow in confectioner's sugar on each side to prevent sticking, then serve and enjoy! | Love this recipe? Download the Tasty app to save it and discover others like it.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499464.jpg?resize=300:*&output-format=jpg&output-quality=auto
Grated Egg Salad,https://tasty.co/recipe/grated-egg-salad,,,"4 eggs | 1 tablespoon dill | 3 tablespoons mayonnaise | 2 tablespoons wholegrain mustard | salt and pepper, to taste | 2 slices bread | 1 tablespoon butter | 2 slices pepper jack cheese","Boil your eggs for 12 minutes, then peel and chill in the fridge for 10 minutes. | Using a grater or a microplane, grate your eggs into a large bowl. | Season with mayo, dill, mustard, salt and pepper, and mix to combine. Set aside. | Add butter to a large skillet or pan on medium heat. Once butter is melted, add in your bread to toast. | Once the bread is toasted to your liking, flip, and add in the pepper jack slices and your egg salad. Toast until the bread is toasted and cheese is melted. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499344.jpg?resize=300:*&output-format=jpg&output-quality=auto
Peach Cobbler Overnight Oats,https://tasty.co/recipe/peach-cobbler-overnight-oats,,,"3 peaches, pitted and diced | 1 teaspoon cinnamon | 1 teaspoon nutmeg | 1 teaspoon vanilla extract | ⅓ cup brown sugar | ½ lemon, juiced | 1 cup rolled oats | 1 tablespoon chia seeds | ⅓ cup plain greek yogurt | ⅓ cup maple syrup | 1 cup almond milk | granola, for topping | peach compote, for topping","Add peaches to a large skillet on medium heat, add cinnamon, nutmeg, vanilla extract, brown sugar, and lemon juice, mix and cook for 2 minutes until it gets syrupy. Then remove from heat. | To a jar add oats, chia seeds, greek yogurt, maple syrup, almond milk, and peaches. Stir well and refrigerate for at least 10 hours or overnight. | When ready to eat in the morning, top it with more peach compote and granola of your choice. | Enjoy! | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/499063.jpg?resize=300:*&output-format=jpg&output-quality=auto
