id,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,likes,dislikes,comment
,Chicken Satay Wings with Chili Peanut Sauce,,,,,,"1 48-ounce bag Signature Select®/Farms® Frozen Chicken Wings, thawed | 1 13.6-ounce can coconut milk, well shaken | 2 tablespoons brown sugar | 2 tablespoons Sriracha | 1 tablespoon curry powder | 2 teaspoons ground coriander | ½ teaspoon Signature SELECT® Ground Cinnamon | 1 teaspoon ground cumin | 1 teaspoon kosher salt | 1 teaspoon ground turmeric | ½ teaspoon ground ginger | ½ teaspoon ground white pepper | 2 tablespoons soy sauce | 2 teaspoons fish sauce | 4 garlic cloves, minced | 1 large lime, zested and juiced | thinly sliced scallion, for garnish | Signature SELECT® Dry Roasted Lightly Salted Peanut, for garnish | toasted sesame seed, for garnish | ½ cup Signature SELECT® Chunky Peanut Butter | ½ cup coconut milk | 2 tablespoons chili garlic sauce | 2 tablespoons red curry paste | 2 tablespoons rice wine vinegar | 1 large lime, juiced | 1 tablespoon brown sugar | 1 tablespoon Signature SELECT® Toasted Sesame Oil | 1 tablespoon soy sauce | 2 teaspoons fish sauce | salt, to taste","Marinate the wings: In a large bowl, combine the thawed Signature Select®/Farms® Frozen Chicken Wings, coconut milk, brown sugar, Sriracha, curry powder, coriander, Signature SELECT® Ground Cinnamon, cumin, salt, turmeric, ginger, white pepper, soy sauce, fish sauce, garlic, lime zest, and lime juice. Toss to combine. Marinate in the refrigerator for at least 2 hours or overnight. | Make the chili peanut sauce: In a small bowl, combine the Signature SELECT® Peanut Butter Chunky, coconut milk, chili garlic sauce, curry paste, vinegar, lime juice, brown sugar, Signature SELECT® Toasted Sesame Oil, soy sauce, and fish sauce, Mix until well combined, then season to taste with salt. Set aside. | Preheat the oven to 400°F (200°C). Grease a baking sheet with nonstick cooking spray and line it with parchment paper. | Add the marinated wings to the baking sheet, leaving about an inch of space between pieces. Bake for 15 minutes. | Flip the wings over and bake for another 15 minutes, or until they reach an internal temperature of 165°F and are golden brown and crispy. Remove from the oven and let cool for 5-10 minutes. | Plate the chicken wings and peanut sauce and garnish with scallions, Signature SELECT® Dry Roasted Lightly Salted Peanuts, and sesame seeds. | Enjoy!",,https://tasty.co/recipe/chicken-satay-wings-with-chili-peanut-sauce,,,,https://img.buzzfeed.com/store-an-image-prod-us-east-1/Lz7GLCBtG.png?resize=300:*&output-format=jpg&output-quality=auto,,,
,Fried Enoki Mushrooms,,,,,,"7 oz enoki mushrooms | ½ cup all-purpose flour | ¼ cup cornstarch | ¼ teaspoon baking powder | 1 teaspoon paprika | salt, to taste | ½ teaspoon cold sparkling water, or regular cold water | 3 cups neutral oil, for frying (vegetable or canola) | furikake, to taste | spicy mayonnaise, for serving (optional)","Rinse and dry your enoki mushroom bundle. | Slice the bundle into 6 ¼-inch sections. Set on a paper towel and pat dry. | In a large mixing bowl, whisk together the flour, cornstarch, baking powder, paprika, and a pinch of salt. Gradually add cold sparkling water, whisking until the batter is smooth and thin. | Heat oil in a deep pot over medium heat until it reaches 350°F (180°C). | Dip the enoki mushrooms into the batter, ensuring they are lightly coated.Carefully place the coated mushrooms into the hot oil and fry for 2-3 minutes, or until golden and crispy. | Remove the mushrooms and let them drain on a paper towel-lined plate. While still hot, sprinkle it with salt and furikake. Serve with your favorite dipping sauce. | Enjoy! | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.",,https://tasty.co/recipe/fried-enoki-mushrooms,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/503194.jpg?resize=300:*&output-format=jpg&output-quality=auto,,,
,Chicken Alfredo Stuffed Potatoes,,,,,,"2 Signature SELECT® Russet Potatoes, washed and scrubbed clean | 2 tablespoons Signature SELECT® Extra Virgin Olive Oil | kosher salt, to taste | 1 cup cooked shredded chicken | 1 cup Signature SELECT® Four Cheese Alfredo Sauce | 1 cup shredded mozzarella cheese, divided | ½ cup grated parmesan cheese, divided | freshly ground black pepper, to taste | Signature SELECT® Pesto Sauce, for garnish | fresh basil leaf, for garnish","Preheat the oven to 400°F (200°C). Line a baking sheet with parchment paper. | Pierce the Signature SELECT® Russet Potatoes all over with a fork, then rub them with Signature SELECT® Extra Virgin Olive Oil and season generously with kosher salt. Place them on the lined baking sheet and bake for 50-60 minutes, or until tender when pierced with a fork. | Let them cool slightly, then cut them in half lengthwise. Using a spoon, scoop out the cooked potato into a large mixing bowl, leaving a small border around the edges. | To the mixing bowl, add the cooked chicken, Signature SELECT® Roasted Garlic Alfredo Sauce, ½ cup of mozzarella cheese, ¼ cup of Parmesan cheese, and a small pinch of salt and pepper. Stir until well combined. | Scoop the filling back into the potato skins. Top each stuffed potato with the remaining mozzarella and Parmesan cheese. Return the potatoes to the oven and bake for an additional 10-15 minutes, or until the cheese is melted and bubbly. | Garnish a drizzle of pesto, a few basil leaves and more grated parmesan. Serve hot. | Enjoy!",,https://tasty.co/recipe/chicken-alfredo-stuffed-potatoes,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/502918.jpg?resize=300:*&output-format=jpg&output-quality=auto,,,
,Butternut Squash Pasta,,,,,,"6 cups butternut squash, ½-inch cubes | 2 tablespoons extra-virgin olive oil | 5 teaspoons Gourmet Garden™ Minced Garlic Stir-In Paste, divided | 2 shallots, diced, divided | 1 teaspoon kosher salt | ½ teaspoon ground black pepper | 1 cup chicken broth, or vegetable broth, divided | ¼ cup heavy cream | ¾ lb dried rigatoni pasta | 1 tablespoon unsalted butter | 2 teaspoons Gourmet Garden™ Lightly Dried Italian Herbs | ½ teaspoon crushed red pepper flakes | ¼ cup grated parmesan cheese, plus more for garnish | 1.5 cups chopped kale | kosher salt, to taste | toasted pine nut","Preheat the oven to 400°F (200°C). | Roast the vegetables: Arrange the butternut squash cubes on a baking sheet and drizzle with olive oil, 1 tablespoon of Gourmet Garden™ Minced Garlic Stir-In Paste, three-quarters of the chopped shallots, salt, and pepper. Toss to evenly coat. | Roast in the oven for 25-30 minutes, until the squash begins to turn golden brown. | Make the blended sauce: Remove the roasted vegetables from the oven. Add three-quarters of the vegetables to a blender. Reserve the remaining roasted vegetables for final assembly. To the blender, add ½ cup of broth and cream. Blend until smooth. | Cook the pasta according to package directions. Drain and reserve ½ cup of pasta water. | In a large skillet over medium heat, add the butter, remaining diced shallots, 2 teaspoons of Gourmet Garden™ Minced Garlic Stir-In Paste, Gourmet Garden™ Lightly Dried Italian Herbs, and pepper flakes. Sauté over until fragrant, about 2-3 minutes. | Add the remaining ½ cup of broth and simmer over low heat until reduced by half, about 2 minutes. | Stir in the blended sauce and mix until combined. Add the cooked pasta, Parmesan, kale and reserved roasted vegetables. Toss to combine. If the sauce seems dry, add the pasta water as needed until the desired consistency is reached. Season with salt to taste. | Plate and garnish with pine nuts and more Parmesan. | Enjoy!",,https://tasty.co/recipe/butternut-squash-pasta,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,Giant Meatballs With Ricotta,,,,,,"1 lb ground beef | 1 lb ground pork | ¼ cup plain bread crumbs | 1 large egg | 2 teaspoons Gourmet Garden™ Minced Garlic Stir-In Paste | 2 teaspoons Gourmet Garden™ Lightly Dried Italian Herbs | 1.5 teaspoons kosher salt | 1 teaspoon ground black pepper | ½ teaspoon crushed red pepper flakes | 1.5 cups whole milk ricotta cheese | ½ cup heavy whipping cream | ¼ cup freshly grated parmesan cheese | 1 teaspoon Gourmet Garden™ Lightly Dried Chives | 1 teaspoon Gourmet Garden™ Lightly Dried Basil | 1 lemon, zested | ¾ teaspoon kosher salt | ½ teaspoon ground black pepper | 2 cups marinara sauce, warmed | grated parmesan cheese, for garnish | Gourmet Garden™ Lightly Dried Chopped Parsley, for garnish","Preheat the oven to 400°F (200°C). | Make the meatballs: In a large bowl, mix the beef, pork, bread crumbs, egg, Gourmet Garden™ Minced Garlic Stir-In Paste, Gourmet Garden™ Lightly Dried Italian Herbs, salt, black pepper, and red pepper flakes. | Divide the mixture into 6 equal portions and form into 6 balls, about 2½–3-inches round. Place the meatballs in a 9-inch square baking dish, spacing at least ½ inch apart. | Bake for 28–30 minutes, or until the internal temperature reaches 160°F. | Make the whipped herb ricotta: In a medium bowl, add the ricotta and cream. | Using a hand mixer on medium-low speed, whip until light and fluffy, about 1 minute. | Add the Parmesan, Gourmet Garden™ Lightly Dried Chives, Gourmet Garden™ Lightly Dried Basil, lemon zest, salt, and pepper to the bowl. Fold until evenly combined. | Remove the meatballs from the oven. Add the marinara. Bake for another 8-10 minutes, or until marinara is warmed through. | To serve, spread a large plate with the whipped herbed ricotta. Top with the meatballs and marinara sauce. Garnish with more Parmesan before serving. | Enjoy!",,https://tasty.co/recipe/giant-meatballs-with-ricotta,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,Honey Butter Toast,,,,,,"2 3-inch thick Japanese milk bread slices | ¼ cup unsalted butter, softened | ¼ cup brown sugar | ¼ cup honey | salt | whipped cream, to garnish (optional) | sliced mixed berry, to garnish (optional)","Preheat the oven to 375˚F (190˚C). Line an 8-inch square baking pan with parchment paper. | Cut the crusts from the bread slices to make 2 thick cubes. | To make the honey butter, mix together the butter, brown sugar, honey, and salt in a medium bowl until fully combined. | Generously spread the honey butter on all sides of the bread cubes and place them on the prepared pan. | Bake for 10 minutes, then flip and bake for another 10 minutes. | Remove from the oven and let it cool completely to allow the shell to harden, about 20 minutes. | Serve alone or garnish with sliced mixed berries and whipped cream, or your favorite toppings. | Enjoy! | Ready for a smarter way to find recipes? Use Botatouille, our AI-powered food genius in the Tasty app. Download here",,https://tasty.co/recipe/honey-butter-toast,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,We Tested 50 Lasagna Recipes And This Is The Best One,,,,,,"½ lb ground sirloin, lean | ½ lb mild italian pork sausage, casings removed | 2 oz prosciutto, finely chopped | 2 tablespoons olive oil | 1 medium yellow onion, diced | 2 teaspoons kosher salt, plus more to taste | 6 garlic cloves, minced | 1 tablespoon fresh thyme leaves | 1 tablespoon minced fresh oregano leaves | ½ teaspoon red pepper flakes, optional | ½ teaspoon crushed fennel seeds | 2 tablespoons tomato paste | ½ cup dry red wine | 1 28-ounce can whole tomatoes | 1.5 cups strained tomatoes | 1 large carrot, peeled | ½ cup unsalted butter, (1 stick) | 1 teaspoon sugar, optional | ½ cup torn fresh basil leaves | 6 tablespoons unsalted butter, (¾ stick) | 6 tablespoons all-purpose flour | 6 cups whole milk, room temperature | 2 teaspoons kosher salt | ¾ teaspoon garlic powder | ¼ teaspoon freshly grated nutmeg | 1 cup freshly grated parmigiano-reggiano cheese | nonstick cooking spray, for greasing | 1 lb Signature SELECT® Pasta Oven Ready Lasagna Noodles | hot water | 1 tablespoon olive oil | 1.5 cups freshly grated fontina cheese | 1 cup freshly grated low-moisture mozzarella cheese | 4 oz fresh mozzarella cheese, torn into small pieces | ¼ cup freshly grated parmigiano-reggiano cheese | fresh basil leaf, for garnish","Make the meat sauce: In a large bowl, gently combine the ground sirloin, sausage, and prosciutto, being careful not to overmix. Shape into 5–6 large, shaggy meatballs. | Heat the olive oil in a large pot over medium-high heat. Working in batches, add the meatballs and brown on all sides, 1–2 minutes per side. Transfer to a rimmed baking sheet and repeat with the remaining meatballs. | Reduce the heat to medium and add the onion. Season with salt and sauté until translucent, 5–7 minutes. | Add the garlic, thyme, oregano, red pepper flakes, and fennel seeds. Sauté for 1 minute, until the garlic is fragrant. | Add the tomato paste and cook, stirring frequently, until the color turns dark red, 3–4 minutes. | Deglaze the pot with the red wine, scraping up any browned bits from the bottom, and cook until the liquid has almost evaporated, 1–2 minutes. | Add the canned tomatoes, strained tomatoes, carrot, butter, the browned meatballs, and 2 teaspoons of salt. Bring to a boil, then reduce the heat to low, cover, and simmer for 1½–2 hours, until the sauce has thickened. | Remove the sauce from the heat and discard the carrot, then use a potato masher to crush the meatballs into small pieces. Season the sauce with more salt to taste. If the sauce tastes too acidic, add the sugar. Stir in the basil leaves and set aside. | Make the béchamel sauce: Melt the butter in a large pot over medium heat. Once the butter starts to foam, add the flour. Cook, whisking constantly, for about 3 minutes, until no lumps remain but the roux has not yet browned. While whisking, slowly pour in the milk until evenly incorporated. Whisk in the salt, garlic powder, and nutmeg. Bring to a low simmer and cook, whisking often, until the sauce has thickened enough to coat the back of a spoon, 8–10 minutes. Remove the pot from the heat and stir in the Parmigiano-Reggiano cheese. | Assemble the lasagna: Preheat the oven to 375°F (190°C). Grease a 9 x 13 x 3-inch baking dish with nonstick spray. | Add the Signature SELECT® Pasta Oven Ready Lasagna Noodles to a large baking dish or bowl. Cover with hot water and add the olive oil. Let sit for 5-10 minutes, until the noodles are a bit more pliable, but still snap when broken in half. | Spread about ¾ cup of the meat sauce on the bottom of the prepared baking dish. Add a layer of lasagna noodles. Spread about 1 heaping cup of béchamel over noodles in an even layer. Top with 1 heaping cup of meat sauce, followed by ¼ cup fontina and ¼ cup grated mozzarella. Add another layer of noodles, arranging in the opposite direction as the first layer, and top with about 1 heaping cup of béchamel. Repeat to make 4 more layers, ending with a layer of lasagna noodles. | Spread 1 cup of béchamel, then 1 cup of meat sauce over the noodles. Scatter the remaining ½ cup of fontina, the fresh mozzarella cheese, and grated Parmigiano-Reggiano on top. Reserve the remaining meat sauce for serving. Cover the baking dish with a sheet of foil (grease the underside with nonstick spray to prevent the cheese from sticking) and place on a rimmed baking sheet. | Bake the lasagna for 30 minutes, then remove the foil and bake for another 25–30 minutes, until the cheese is melted and bubbling. Broil for 1–2 minutes, if desired, to brown the cheese. Remove from the oven and let the lasagna sit for at least 20 minutes to cool. | Garnish the lasagna with the basil, then serve with the reserved meat sauce alongside. | Enjoy!",,https://tasty.co/recipe/we-tested-50-lasagna-recipes-and-this-is-the-best-one,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,This recipe is exclusively available in the Tasty app.,,,,,,,,,https://tasty.co/recipe/smores-brookie-bake,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,Buffalo Chicken Dip Biscuits,,,,,,"1.5 cups shredded cooked chicken | 6 oz cream cheese, softened | ⅓ cup shredded cheddar cheese | 2 tablespoons thinly sliced scallions, plus more for garnish | ½ teaspoon kosher salt | ½ teaspoon ground black pepper | ¼ cup ranch dressing | ½ cup Frank's RedHot® Buffalo Wings Hot Sauce | 6 refrigerated buttermilk biscuit dough rounds, from a tube | Frank's RedHot® Buffalo Ranch Dip’n Sauce, for dipping","Preheat the oven to 350°F (180°C). Grease a 24-cup mini muffin pan with nonstick spray. | In a medium bowl, combine the shredded chicken, cream cheese, cheddar cheese, scallions, salt, pepper, ranch dressing, and Frank's RedHot® Buffalo Wings Hot Sauce. Mix until well combined. | Cut each biscuit dough round into quarters. Using a paring knife, carefully score 3 slits into the top of each biscuit piece, about ¼ inch apart, without cutting through the dough. Continue until all the biscuits have been cut. | Fill the chicken mixture into each slit of the biscuit pieces. Place the assembled biscuit bites into each muffin cup, with the filling side up. | Bake for 12-15 minutes, or until the cheese is melted and the biscuit dough is golden brown. Remove the pan from the oven and let it cool for 10 minutes before removing the biscuit bites. | Serve with Frank's RedHot® Buffalo Ranch Dip’n Sauce. | Enjoy!",,https://tasty.co/recipe/buffalo-chicken-dip-biscuits,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,Chocolate-Covered Licorice,,,,,,"1 4-ounce bar chocolate bar, or ½ cup chocolate chips | ½ tablespoon coconut oil | licorice, of choice (cut into bite-sized pieces) | hemp seed, for garnish (or toppings of choice) | shredded coconut, for garnish (or toppings of choice) | sliced almond, for garnish (or toppings of choice)","Add chocolate and coconut oil to a small saucepan. Heat over low heat, stirring frequently, until melted, about 5 minutes. | Add melted chocolate to the bottom of an ice cube tray, filling each compartment about one-quarter full. | Add licorice to each compartment and top with remaining melted chocolate until the licorice is covered. | Sprinkle hemp seeds, shredded coconut, sliced almonds, or toppings of choice over the top. | Refrigerate until set, about 1 hour. | Enjoy! | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.",,https://tasty.co/recipe/chocolate-covered-licorice,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,Chilaquiles in Salsa Roja,,,,,,"1 dried Guajillo chili, seeds removed | 1 dried Ancho chili, seeds removed | 2 2 dried Árbol chiles, seeds removed | 4 roma tomatoes | 3 garlic cloves | ¼ white onion | 2 tablespoons olive oil | salt, to taste | 6 oz tortilla chips, divided into 4 portions | 2 oz mexican crema, for serving | 2 oz crumbled queso fresco, for serving | ¼ red onion, thinly sliced, for serving | ¼ cup chopped fresh cilantro, for serving","In a medium pot over high heat, boil tomatoes and dried chilies in water for 15 minutes or until chilies are soft and tomato skins start to peel. | To a blender, add the boiled tomatoes, chilies, garlic, and onion. Blend for 30 seconds or until smooth. | In a medium pot over medium heat, heat the olive oil and add sauce to cook for another 10 minutes. | Divide the tortilla chips into 4 servings and coat them in the sauce. You can add the chips to the pan or serve sauce over chips on a plate. | Drizzle with Mexican crema, sprinkle with crumbled queso fresco, and garnish with red onion and cilantro. Serve immediately. | Enjoy! | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.",,https://tasty.co/recipe/chilaquiles-in-salsa-roja,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==",,,
,Chicken Gyro Fattoush Salad,,,,,,"1 cup greek yogurt | ⅓ cup grated cucumber, with liquid | 1 lemon, juiced | 1 (1.5 ounce) package McCormick® Greek Style Gyro Seasoning and Tzatziki Sauce Duo | 4 tablespoons olive oil, divided | 2 medium chicken breasts, boneless skinless | 2 whole pitas, torn into bite size pieces | 6 cups chopped romaine lettuce | ½ cup crumbled feta cheese | 1 cup cucumber, thinly sliced into moons | 1 cup thinly sliced red onion | 1.5 cups quartered cherry tomatoes | ½ cup chopped kalamata olives | 1 tablespoon red wine vinegar | salt and pepper, to taste","Make the yogurt sauce: In a small bowl, combine the yogurt, grated cucumber, lemon juice, and McCormick® Greek Style Tzatziki Sauce Packet. Mix well, and refrigerate until ready to serve. | Cook the chicken: Heat 2 tablespoons of olive oil in a cast iron skillet over medium heat, until it begins to shimmer. Season both sides of the chicken breast with McCormick® Greek Style Gyro Seasoning. Place the chicken breast in the skillet, top side down, and cook for 6 minutes on each side, or until the internal temperature reaches 165°F. Remove the chicken from the pan, let it rest for a few minutes, then cut it into bite-sized cubes. Set aside. | Toast the pita: Add 1 tablespoon of olive oil to the skillet and add the torn pita bread. Toast the pita, tossing occasionally, until golden brown and crispy, about 8-10 minutes. | Make the salad: In a large bowl, combine the romaine lettuce, feta, cucumber, red onion, tomatoes, kalamata olives, cubed chicken, and toasted pita bread. Drizzle the salad with the red wine vinegar and olive oil, season with salt and pepper to taste, and toss well. | Divide into bowls and drizzle with the yogurt sauce. | Enjoy!",,https://tasty.co/recipe/chicken-gyro-fattoush-salad,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/501554.jpg?resize=300:*&output-format=jpg&output-quality=auto,,,
,Chicken and Spinach Lasagna,,,,,,"3 tablespoons unsalted butter | 4 garlic cloves, minced | 3 tablespoons all-purpose flour | 2.5 cups whole milk | 1 teaspoon McCormick® Perfect Pinch® Italian Seasoning | ½ teaspoon kosher salt | ¼ teaspoon McCormick® Ground White Pepper | ¼ cup grated parmesan cheese | 4 oz cream cheese, cubed and softened to room temperature | 1.5 cups ricotta cheese | 1 egg | ½ teaspoon kosher salt | olive oil, for greasing baking dish | 8 dried lasagna noodles, cooked according to package instructions and cut in half | 2 cups cooked chicken, shredded or cut into bite-sized pieces | 2 cups shredded mozzarella cheese | 2 cups sautéed baby spinach leaves | ¼ cup grated parmesan cheese | 4 teaspoons McCormick® Perfect Pinch® Italian Seasoning, plus extra for garnish","Preheat the oven to 400ºF (200ºC). | Make the sauce: Heat a large saucepan over medium heat. Melt the butter, then add the garlic and cook for 1 minute until fragrant. Whisk in the flour and cook for 2 minutes or until it slightly darkens. Gradually whisk in the milk and bring to a simmer. Cook until the sauce thickens, about 6 minutes. Remove from the heat and stir in 1 teaspoon McCormick® Perfect Pinch® Italian Seasoning, salt, McCormick® Ground White Pepper, grated Parmesan, and cream cheese. Whisk until the sauce is smooth. Set aside. | Make the ricotta: In a small bowl, whisk the ricotta, egg, and salt  until well blended. | Assemble the lasagna: Grease an 8x8-inch baking dish with olive oil. Spoon about ¼ cup sauce on the baking dish and top with 3 lasagna noodle halves, followed by ¼ cup of the ricotta, ⅔ cup chicken, ⅔ cup mozzarella, ⅔ cup sauteed spinach, 1 tablespoon Parmesan, ½ cup of the sauce, and 1 teaspoon of the McCormick® Perfect Pinch® Italian Seasoning. Repeat the layers twice more and pour the remaining sauce, Parmesan, shredded mozzarella, and a final sprinkle of McCormick® Perfect Pinch® Italian Seasoning over the top layer of noodles. | Bake uncovered for 20-25 minutes, until the sauce is bubbling and the top is golden brown. Let the lasagna cool for 15-20 minutes before slicing and serving. | Enjoy!",,https://tasty.co/recipe/chicken-and-spinach-lasagna,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/501558.jpg?resize=300:*&output-format=jpg&output-quality=auto,,,
,Pumpkin Ruffled Milk Pie,,,,,,"4 tablespoons unsalted butter, melted | 9 sheets store-bought phyllo, defrosted | 3 large eggs | ⅓ cup granulated sugar | ⅓ cup pure pumpkin purée | ¼ teaspoon kosher salt | 1.5 teaspoons McCormick® Pure Vanilla Extract | ½ teaspoon McCormick® Pumpkin Pie Spice | 1 cup whole milk | powdered sugar, for dusting","Preheat the oven to 400°F (200°C). Brush a 9-inch pie dish generously with butter. | Place the first phyllo sheet on a work surface, unfolded, and brush with butter. Use your fingers to scrunch it lengthwise into a loose fan-like strip; don’t worry if it breaks or tears. Wind it into a loose, messy spiral and place it in the center of the prepared dish. Repeat with the remaining phyllo sheets, making 8 more ruffle spirals. | Bake for 10-12 minutes, checking at 8 minutes, until the phyllo is golden brown and crispy. Remove from the oven, and let rest on a cooling rack for 10 minutes. | Meanwhile, make the custard. Whisk the eggs, sugar, pumpkin purée, salt, McCormick® Pure Vanilla Extract, and McCormick® Pumpkin Pie Spice in a medium bowl. Pour in the milk, whisking continuously until the eggs are fully incorporated. Pour the custard evenly over the baked phyllo and return the pie to the oven. Bake for 15-20 minutes, until the custard is set. Let cool for 10 minutes before dusting generously with powdered sugar, slicing, and serving. | Enjoy!",,https://tasty.co/recipe/pumpkin-ruffled-milk-pie,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/501566.jpg?resize=300:*&output-format=jpg&output-quality=auto,,,
,Mushroom and Wild Rice Bowl,,,,,,"½ cup water | ½ cup heavy cream | 1 McCormick® Brown Gravy Mix Package, (0.87 ounce) | 1 teaspoon McCormick® Thyme Leaves, divided | 4 tablespoons unsalted butter | ½ medium yellow onion, thinly sliced | 4 garlic cloves, minced | 1.5 cups thinly sliced shiitake mushrooms | 2 cups thinly sliced baby bella mushrooms | 2 cups fresh baby spinach | 1 cup frozen peas, thawed | 1.5 teaspoons kosher salt | 1 teaspoon McCormick® Pure Ground Black Pepper | 1 cup uncooked wild rice blend, cooked according to package directions","Make the gravy: In a small saucepan, combine the water, heavy cream, McCormick® Brown Gravy Mix, and ½ teaspoon McCormick® Thyme Leaves. Whisk continually over medium-low heat until the gravy begins to thicken, about 5 minutes. Set aside and keep warm. | Sauté the veggies: Heat a large skillet over medium heat. Melt the butter and sauté the onions and garlic until tender, about 8 minutes. Add the shiitake and baby bella mushrooms and cook until slightly crispy, about 15 minutes. Add the spinach and cook until wilted, about 3 minutes. Add the green peas, ½ teaspoon McCormick® Thyme Leaves, salt, and McCormick® Ground Black Pepper, and cook for 5 more minutes. | Make the rice mixture: Remove half of the cooked veggies and set aside. Add the cooked wild rice and ¼ cup of the gravy to the skillet and cook for 5 minutes, tossing continuously. | Assemble the bowls: Divide the rice mixture between 4 bowls. Top with the reserved sautéed veggies. Drizzle the gravy over the bowls of rice. Serve immediately. | Enjoy!",,https://tasty.co/recipe/mushroom-and-wild-rice-bowl,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/501562.jpg?resize=300:*&output-format=jpg&output-quality=auto,,,
,Whipped Ricotta & Berries Bagel,,,,,,"2 Thomas’® Cinnamon Raisin Bagels, halved and toasted | 1 cup ricotta cheese | ¼ cup heavy whipping cream | 1.5 tablespoons maple syrup | 1 lemon, zested | 2 teaspoons lemon juice | assorted fresh berry, for topping","In a medium bowl, add the ricotta, heavy whipping cream, maple syrup, lemon zest, and lemon juice. Using a hand mixer on medium-low speed, beat for 2-3 minutes, until light and fluffy. | Spoon the ricotta mixture over each toasted Thomas’® Cinnamon Raisin Bagel. Top with the fresh berries. | Enjoy!",,https://tasty.co/recipe/whipped-ricotta-berries-bagel,,,,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/49eaec4e399d4d10af77ccd7d4e0a17c.jpeg?resize=300:*&output-format=jpg&output-quality=auto,,,
,Steak & Eggs Mini Bagels,,,,,,"4 Thomas’® Plain Mini Bagels, toasted and halved | 3 large eggs | ¼ cup half-and-half | salt, to taste | freshly ground black pepper, to taste | 1 tablespoon unsalted butter | ⅓ cup olive oil | ¼ cup finely chopped fresh parsley | ¼ cup finely chopped fresh cilantro | ½ lemon, juiced | 1 garlic clove, grated | ½ teaspoon red pepper flakes | ½ teaspoon salt | ¼ teaspoon freshly ground black pepper | 1 tablespoon olive oil | 1 10-ounce rib eye steak | ½ teaspoon salt | ½ teaspoon freshly ground black pepper","Make the chimichurri: In a small bowl, combine the olive oil, parsley, cilantro, lemon juice, garlic, red pepper flakes, salt, and black pepper. Set aside. | Cook the steak: Place a cast iron skillet or large heavy-bottomed pan over medium heat. Add the olive oil and heat until shimmering. Season the steak on both sides with salt and pepper. Cook the steak in the hot oil for 8 minutes per side, or until it reaches the desired temperature. Let rest for a few minutes, then cut into ½-inch slices, cutting against the grain. Set aside. | Make the scrambled eggs: Whisk together the eggs, half-and-half, salt, and pepper in a medium bowl until well combined. Heat a nonstick skillet over medium heat. Add the butter, swirling to coat the bottom of the skillet. Add the egg mixture and cook, stirring and folding occasionally, for 3-5 minutes, until cooked through. Divide the scrambled eggs into 4 equal portions in the skillet. | Assemble the sandwiches: Top the toasted bottom half of each Thomas’® Plain Mini Bagels with a scrambled egg portion, then top each with 2-3 steak slices. Drizzle each with about 1 tablespoon chimichurri. Cover with the top half of each toasted Thomas’® Plain Mini Bagel. | Enjoy!",,https://tasty.co/recipe/steak-eggs-mini-bagels,,,,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/4016a003f5ba4975b29ee57fcf266579.jpeg?resize=300:*&output-format=jpg&output-quality=auto,,,
